head	rel	tail
21594	49	20161
22400	109	26871
4349	40	16535
14453	3	20161
27880	66	6793
19968	31	21268
4644	58	2111
10259	28	11385
24094	103	3709
13000	131	22126
19477	62	25328
6184	36	8644
27702	25	17955
18891	129	9326
8269	116	23845
18832	5	9521
9486	119	23012
25531	45	21852
6745	5	6548
10823	61	6195
15906	77	10849
9217	94	19427
4536	6	14953
16307	5	9521
22748	109	26871
27600	25	5252
217	93	21023
17825	35	26602
7958	58	2111
21389	23	7098
19407	62	11863
20880	16	11124
9367	83	19811
5136	53	21366
2458	71	2111
12610	5	6548
19116	62	19303
4717	129	4120
4224	109	27082
14373	83	8887
13178	124	2393
8055	7	15198
3465	70	13394
26322	25	22012
10138	4	18767
25428	23	26827
21885	119	22524
3919	109	26871
3746	119	23012
2521	39	12827
26713	62	2393
920	3	13735
18841	62	24430
9284	120	4589
5746	27	16818
7513	85	19536
19096	107	13620
26102	93	21023
11286	36	26516
14461	3	16893
5348	23	7098
4850	39	24208
25684	36	17880
5212	5	6548
24607	5	20004
26279	83	19811
10647	5	19835
6881	31	27668
17663	28	9219
7531	95	8002
9461	118	3464
5257	95	8584
3222	120	2111
16763	27	7126
9883	115	22468
13357	129	9326
17822	3	11214
27417	33	24275
10737	53	21366
12391	119	23012
22775	62	12677
24744	120	2111
22918	115	22468
10252	120	2111
27505	102	7098
27146	124	2393
26436	120	2111
6172	31	21268
22634	33	24275
23986	4	18767
7263	25	101
15644	5	9521
14713	36	11195
24394	83	5163
15762	49	16893
14109	33	17785
19140	85	11214
9641	111	20288
20219	53	11993
21953	76	22468
4186	119	20350
4013	120	2111
18539	16	23866
1615	3	16893
23539	95	1330
2413	118	26516
19841	27	2327
386	71	2111
7792	120	2111
20233	7	10452
5304	33	24275
26666	115	22468
12124	54	20059
26726	89	3417
5372	7	24375
8449	130	3610
21418	95	11195
15175	70	21556
20245	120	2111
923	109	4418
21920	120	2111
10559	5	6548
9773	33	24275
1602	95	19004
18662	33	24275
1987	115	22468
5676	124	19303
20020	28	7938
26365	53	11993
27156	25	101
5202	70	1227
20033	33	24275
6028	95	11195
3812	66	5047
23630	53	2677
18878	120	2111
15429	115	22468
1634	6	14953
20367	71	23654
27721	39	12827
10737	70	14953
25792	70	7367
17502	25	1204
22319	13	9048
15988	33	17785
21963	33	24275
13927	77	1943
14495	70	16823
11246	62	24430
21216	103	3709
21116	70	19564
10316	120	2111
14930	4	18767
23297	120	2111
24586	93	21023
3205	16	11124
9926	95	21366
24865	53	9381
25921	16	11124
10700	5	19835
18731	67	13667
18613	129	5171
25939	28	17308
26534	16	11124
16035	120	2111
15655	70	26827
15017	102	5855
3635	33	24275
19079	85	15249
9927	20	10428
17916	106	24185
16296	131	491
6869	70	5930
6410	115	22468
4877	29	3709
2930	118	3464
18328	25	101
8474	51	20747
16245	39	12827
9239	83	19811
16186	110	25454
12136	31	21268
22754	25	22176
23131	108	3986
10631	62	2393
3734	70	7367
22459	40	16823
4690	83	5163
26475	78	17880
4433	66	3521
9594	12	20004
14739	33	24275
19488	102	26827
26905	103	3709
23987	93	24502
17898	5	11124
9684	93	21023
13984	62	19303
15667	3	16893
12186	119	10246
26312	103	3709
12464	39	845
5087	95	21366
8713	31	21268
5426	39	12827
25553	118	3464
4041	15	22614
9194	117	5163
13784	124	25328
27546	6	13394
7675	33	24275
7365	119	221
11383	109	26871
13013	118	12456
22420	58	2111
25319	97	11993
13356	83	5163
2810	25	13986
2290	33	24275
21217	120	2111
15607	103	3709
14155	90	786
20005	48	12514
14137	83	19811
14201	3	7567
3624	117	5163
26215	53	24940
5348	119	23012
14848	91	6623
24101	85	11214
12700	36	12964
22661	120	2111
441	23	7098
21498	102	7098
16812	62	24430
3648	112	9749
18734	56	17595
27543	37	12827
23183	46	17996
26315	120	2111
13671	5	9521
17964	5	6548
23588	72	7653
26868	94	10364
7125	62	17994
27544	16	11124
14288	33	24275
8765	33	24275
21975	85	16893
17920	71	2111
2950	62	19303
20654	20	10732
12173	5	6548
22449	70	7367
85	118	3464
20770	115	22468
15414	25	101
21633	25	5459
24944	120	2111
7815	70	16335
23481	120	2111
7221	117	5163
18994	119	22524
10500	25	101
20245	121	24232
18879	3	11214
13990	27	2327
17588	16	3521
26884	53	8002
22419	11	22468
13771	3	7567
371	118	3464
633	25	23150
23044	36	27597
17644	2	12743
13870	53	11993
9029	54	3709
9982	83	5163
1454	28	17308
20437	48	14124
1496	124	15672
13013	23	5855
9492	85	16893
17613	115	22468
6127	5	20004
15235	119	512
13066	115	22468
20138	108	17247
5131	5	9521
20192	115	22468
12287	48	13620
11809	11	22468
2214	16	11124
23135	23	26827
1050	124	19303
16937	70	17389
14738	102	26827
9055	62	5716
22232	2	4314
22163	95	9381
7022	3	15249
22701	53	8465
23296	3	19631
1762	25	5252
13165	16	11124
20593	83	27389
21423	33	24275
21108	124	15672
15504	39	24208
22546	106	24185
14249	3	22177
26479	70	12765
27064	115	22468
5637	108	3986
19235	54	6557
22625	120	2111
6824	82	7116
27496	51	20747
24943	93	24502
22191	83	19811
8321	70	7367
25171	72	7653
21851	58	2111
22045	95	8002
2644	106	24185
25159	45	4251
8460	49	15249
13593	35	17996
2688	53	21366
19861	110	13620
13560	110	13620
11361	70	12037
21034	62	2393
17844	49	15249
21864	71	2111
7195	62	5183
4335	129	3464
16275	124	5183
18393	71	2111
13028	106	24185
18093	120	2111
15298	51	20747
11782	27	2327
10756	118	8755
5135	85	11214
18470	5	11124
12227	25	26094
1314	121	24232
11527	25	5090
2543	93	21023
18607	115	22468
5784	13	488
10045	2	21317
21631	103	3709
22772	70	27777
18946	129	14170
2868	4	18767
4116	23	5855
21301	61	2641
20790	5	11124
8995	61	16823
6722	3	12071
5506	61	16535
12984	48	1999
9389	120	2111
27689	23	7098
20826	5	6548
9021	5	6548
13424	3	13735
4328	70	25481
10013	124	5183
2841	62	2393
24277	58	2848
20216	102	26827
20963	72	7653
12355	33	24275
14181	11	22468
8687	90	5781
6054	62	11531
9582	13	1653
6859	49	15249
21994	115	22468
13476	115	22468
21704	115	22468
9947	71	2111
1571	25	15265
8422	62	23787
15093	62	2393
10186	102	5855
26778	3	15249
4896	5	9521
14870	39	24208
2056	89	11546
19101	3	22177
27328	115	22468
17575	116	23845
1053	33	24275
1230	53	11993
20791	54	1726
5645	45	5347
23024	95	20205
14025	23	5855
3236	78	1999
11185	53	4581
10490	33	24275
12745	23	5855
389	120	2111
23715	59	8002
26454	2	26827
7491	129	2846
22059	16	11124
16590	33	24275
21451	62	2393
24655	66	6793
4716	128	13667
10711	124	2393
22516	62	2393
25418	54	12521
12633	33	17785
18283	23	26827
17789	36	8520
13753	33	22110
26777	120	12461
15323	115	22468
23463	70	7367
15504	123	7884
14288	48	13620
25523	3	27025
10758	33	24275
5358	62	10916
17125	70	27775
12008	58	2111
14327	95	13667
8369	107	3281
3740	95	14115
1287	25	2526
7936	119	15302
2158	118	1632
8847	115	22468
1607	36	23748
5682	129	397
2968	118	3464
21771	120	2111
17116	58	2111
21568	115	22468
2570	39	24208
10426	62	2393
6840	39	23370
13497	37	12827
17251	62	2393
3956	62	16025
7830	126	7380
3418	124	2393
22956	62	3366
19821	120	2111
26847	25	13359
22291	27	12925
26968	16	11124
20018	128	3729
5816	16	11124
20080	85	16893
5639	62	15672
22672	126	10936
9752	85	19536
5351	70	13249
25827	124	23311
2588	109	6153
10851	36	25419
9051	31	1554
24567	53	18888
7392	33	24275
23099	115	22468
26836	93	21023
5207	62	7326
20421	33	24275
18466	25	14737
5296	48	1999
2893	103	3709
21371	124	8198
6836	70	1044
61	33	24275
1680	120	2111
15731	85	11214
6679	53	21225
13280	116	23845
516	33	24275
25015	45	21556
7195	95	21366
4331	53	24683
17744	62	19303
6791	23	26827
8308	62	5183
26872	115	22468
3217	64	612
6763	129	12456
26902	85	11214
15259	65	20288
19349	5	11124
19398	61	6970
23929	119	15
7818	70	7367
3093	3	11214
23023	119	22524
19639	2	13044
10681	39	12827
12511	27	2327
3041	124	22718
16567	7	24375
27326	131	12456
9291	23	2111
9888	67	13479
20240	55	12176
27847	85	11214
590	88	8452
798	118	3464
11081	53	27089
25494	121	24232
912	7	24311
6881	93	21023
22111	129	27778
10384	112	6151
14396	70	27775
18050	25	27044
22551	71	7837
4380	107	3281
19256	27	16818
13761	121	24232
13678	33	24275
25166	4	18767
14444	23	5855
15485	68	20819
4566	88	2522
20117	124	5183
12072	16	11124
960	70	11651
21301	16	11124
7796	120	12461
21332	70	7367
24861	131	12456
17177	23	26827
9344	53	2412
376	115	22468
22879	71	2111
1164	115	22468
6721	36	22843
1132	6	14953
1927	131	25716
10128	16	11124
2140	16	11124
5710	124	2393
18545	48	12514
25078	6	14953
19383	119	22524
3175	70	12765
21238	129	9686
4277	3	3817
15298	53	16382
23196	78	10621
23661	115	22468
8282	126	8646
25433	39	24208
10175	23	26827
2122	33	24275
5184	120	2111
13800	106	24185
22691	66	5047
2044	119	22524
20200	108	3986
22661	45	5159
23764	27	12925
13079	85	11214
25302	90	18202
25742	94	1750
14302	119	23012
10564	115	22468
5259	103	6507
12151	33	24275
11237	5	19835
16473	115	22468
12124	62	10229
8808	61	27775
25095	16	8284
6347	88	5049
10612	124	16025
12442	120	4589
16698	16	23866
8703	16	11124
2025	62	14
15779	124	8198
13586	118	3464
11518	124	15672
5291	16	11124
11967	3	11214
19648	93	21023
9849	53	5970
4343	120	2111
8339	95	15314
4147	120	2111
3057	15	16447
26471	25	9417
24381	70	19126
19215	25	96
9800	15	16447
24879	45	21852
2565	71	2111
4984	20	10428
741	27	2659
6954	85	11214
24665	129	12885
13803	71	2111
9961	93	21023
13272	62	5183
24902	85	11214
22306	63	4112
19783	67	8002
6342	95	21366
20013	119	23012
12750	30	21366
23198	62	19303
23737	25	5090
23792	108	17247
27888	102	2111
12927	5	6548
23761	33	22942
13573	49	15249
23018	62	23311
23803	115	22468
10025	89	11546
16768	118	2515
21566	16	12413
21352	119	15302
27422	27	1846
9399	70	21130
19983	95	11195
11806	79	21639
652	109	26871
10276	70	7367
25336	7	24375
8918	49	16893
10513	62	2393
25452	120	4589
17387	4	18767
8542	28	27756
17154	3	3817
8851	95	13667
24265	49	16893
24116	20	10732
3796	33	17785
13537	33	25557
11731	115	22468
1615	120	2111
19037	119	15302
11077	120	2111
4882	70	27775
16550	119	23012
4710	3	11214
18370	15	16447
21990	6	13394
4572	102	26827
16968	5	9521
23613	16	11124
16980	17	23913
22000	127	24932
10189	16	11124
7889	33	24275
3499	33	24275
23859	115	22468
19201	62	15672
22808	25	101
9284	70	27775
13181	93	24502
15592	72	7653
5838	58	2111
14196	85	11214
9481	49	15249
13532	120	2111
16332	33	24275
3374	118	1193
8062	33	24275
11801	109	27052
15783	120	2111
5101	33	24275
22189	70	25481
4400	119	23012
15533	5	9521
12357	85	16893
12434	129	22129
1126	6	13394
5623	109	25644
18509	33	24275
26129	95	865
18315	62	2393
13990	62	8198
3386	25	101
10597	62	11531
5963	115	22468
24361	106	24185
6081	71	2111
13052	115	22468
21021	62	24430
26489	115	22468
21016	40	11541
20103	70	13394
26604	5	6548
1973	4	18767
8253	109	26871
27739	25	2526
2664	103	3709
22232	118	3464
3329	5	6548
12172	16	11124
24587	124	5518
26051	36	9444
21726	30	7950
24245	33	24275
23023	108	3986
5343	109	6153
16479	33	17785
22375	70	17577
10543	25	13359
12920	119	15302
16403	103	3709
12631	117	5163
696	70	21556
4572	120	2111
5642	4	18767
23139	70	17577
18093	33	24275
2444	25	23509
18836	16	11124
23539	70	27775
18038	70	11651
9978	78	19882
11455	70	7367
2964	115	22468
1503	131	11195
18251	70	21652
21067	28	1427
27546	5	9521
3432	16	11124
1914	39	22452
18172	119	4961
1688	70	27775
10715	5	20004
23047	5	11124
1863	53	11993
12901	3	23029
16911	70	7367
2703	16	11124
11400	36	397
5292	5	9521
11733	3	23029
25780	27	1846
6486	118	3464
12683	53	18888
27503	95	2412
24661	108	17247
25250	95	21366
20676	28	15560
18587	111	18656
11094	62	8198
24420	48	397
13497	126	14333
24289	48	19514
25014	33	24275
20736	99	1391
22787	119	23012
12411	103	3709
14146	53	11993
7488	33	24275
2025	109	27082
1163	4	18767
20886	61	27775
20914	25	24707
10679	95	13479
7071	62	18090
1406	39	12827
11073	33	24275
27865	36	26516
24004	95	11195
24364	93	518
19729	61	16535
21869	120	2111
2831	17	25083
16064	15	16447
244	49	16893
2684	78	26541
23539	3	11214
687	115	22468
23926	5	20004
18748	124	2393
20700	13	12674
2869	36	93
5567	36	22126
4455	128	20747
785	115	22468
1635	33	24275
2224	85	11214
1243	25	16780
27057	71	2111
19665	109	26871
27048	85	11214
10777	70	1227
16092	33	17785
27063	25	5197
3768	25	101
8155	62	776
25024	27	19990
14146	120	2111
19071	102	5855
13523	106	24185
22131	102	22054
23510	33	24275
4767	33	24275
25939	28	1427
24484	53	11993
17666	77	1943
7469	66	7292
12008	36	13620
19901	23	13996
27078	118	8131
11549	108	17247
15713	70	1227
8272	53	8002
5533	70	7367
4104	33	24275
22319	61	16823
12325	115	22468
10498	119	23012
3781	108	611
5062	95	11195
26362	120	2111
17959	70	27775
9574	33	24275
13719	95	24370
5066	62	2393
23863	36	23025
1055	70	15706
8656	35	17996
582	58	2111
23160	129	26410
6158	85	16893
18326	62	11531
7273	5	6548
26462	33	22942
11281	70	20340
16847	61	27775
6495	53	2412
22190	6	14953
19271	3	15249
11658	115	22468
7254	83	19811
3392	124	8198
21712	95	8002
20508	58	2848
23554	124	8198
584	115	22468
8271	107	26390
5269	61	11541
2366	117	5163
11508	70	1227
25308	70	1044
19633	83	5163
19768	115	22468
4352	66	23320
10241	33	17785
19775	93	21023
24829	5	20004
4570	25	27044
4521	7	14333
131	16	11124
16143	25	101
24378	16	11124
22723	53	14274
11399	120	2111
14502	20	3709
16062	119	10246
22812	83	5163
19011	2	26827
25356	16	11124
21513	83	5163
19384	77	1943
439	70	10888
2025	33	24275
17352	97	24370
11739	115	22468
25231	118	26516
13009	62	10229
21535	6	14953
17799	69	25164
17876	62	10229
5222	35	17996
2952	115	22468
5611	109	1765
10430	120	2111
23467	62	2393
17122	55	12176
2615	25	23150
16446	25	23150
3790	2	13044
11991	16	5147
4796	49	15249
23745	25	2526
20820	16	11124
2076	103	3709
27598	23	7098
8048	78	3464
25611	124	20640
4484	12	6548
1140	16	6039
13417	63	2327
6223	120	2111
16644	131	22126
14711	93	3788
12752	7	11177
17249	23	5855
11655	45	26645
1792	33	24275
16104	120	2111
10780	62	14
4525	39	8593
3925	70	21130
13833	16	19747
14263	33	24275
2190	116	24185
18950	62	2393
16864	46	17996
4219	48	4184
2832	23	7098
8081	124	11531
14604	85	16893
1938	115	22468
19603	28	22349
14665	12	20004
15542	33	24275
2138	25	6760
14011	5	6548
15158	70	7367
23087	5	6548
16858	37	12827
24480	53	8002
2385	53	7678
24034	110	13620
18787	28	3293
19840	119	23012
25844	124	16772
4657	119	23012
24541	62	20640
14104	131	5171
9458	111	1700
19563	27	6294
7518	7	23577
20162	62	15672
10316	115	22468
13583	95	8906
11018	115	22468
7356	78	5171
27489	124	2393
9579	85	16893
3365	33	24275
1863	93	21023
25048	118	5998
21024	120	2111
17153	4	18767
8540	4	18767
23487	3	16893
27183	85	11214
26183	97	11993
14359	33	24275
19132	31	10721
9934	33	24275
4425	16	19747
4869	115	22468
22756	108	17247
12944	39	24208
17614	5	6548
19082	124	16025
10203	33	24275
18109	77	1943
17473	70	11651
8338	53	865
18600	111	1700
25794	108	17247
25525	124	23511
1761	90	11425
20032	3	11214
15036	118	712
9703	36	12456
7965	106	24185
3527	93	21023
19182	4	18767
8878	70	15028
3923	119	10246
4565	23	5855
4238	49	16893
5329	103	3709
3971	61	5307
25425	115	22468
15193	53	11993
9493	115	22468
7056	115	22468
10610	70	17577
1709	3	27025
12168	70	7367
18940	5	20004
5131	95	8683
20690	54	19447
26473	53	24370
10116	119	4961
17667	3	15249
9785	118	3464
7585	48	4184
16333	115	22468
8273	62	2393
13760	66	7292
8860	46	13695
14304	39	24208
690	129	9326
1412	3	7567
20719	36	22126
25580	23	2111
2160	115	22468
9447	70	26466
14339	93	26886
26191	28	23862
7312	93	21023
18278	53	7678
17084	119	23012
23440	120	2111
23993	36	19811
20797	121	24232
19350	27	2327
3677	95	11993
22189	2	26827
1535	20	10428
11906	84	22013
21240	93	24502
9892	83	19811
23598	5	6548
7887	120	2111
21868	16	19747
16725	4	26265
27458	107	1999
23002	115	22468
14627	95	19004
15299	58	2848
24456	58	2111
19955	39	12827
2115	39	12827
7464	25	23150
19396	28	21783
8298	12	19835
7399	36	19882
815	124	2393
13051	115	22468
18804	70	11651
5878	35	17996
23213	115	22468
10868	70	7385
17953	36	2846
11666	3	11214
11735	88	8452
17010	24	6153
14483	16	11124
13568	23	21369
5113	95	1147
20674	36	19514
26292	95	21366
10648	3	23029
848	11	22468
7199	124	5183
17602	115	22468
21160	85	11214
25563	25	5252
26916	71	2111
8591	120	2111
3424	109	26871
7783	62	26245
22348	115	22468
25618	85	15249
7756	70	7367
7357	124	16025
6311	62	15672
10016	85	16893
13199	25	101
17271	3	11214
20849	121	23805
2771	58	2111
17544	108	17247
1531	62	8198
25833	25	5197
12979	127	15227
21577	84	21100
11522	82	25400
12095	23	26827
20217	36	26375
7369	25	18499
11708	28	13125
25193	28	22130
2143	16	11124
23020	120	2111
27403	127	11040
22794	51	20747
16424	36	12456
10480	16	11124
19772	85	5145
5664	62	2393
22764	95	11195
4687	33	24275
17673	63	18121
11930	25	101
21290	117	5163
24572	36	12456
13901	7	18189
530	70	27775
7984	71	18672
3821	25	1171
6437	126	24311
11101	27	2327
25939	28	6325
27694	129	26827
4690	93	24502
4614	25	24707
22407	106	22468
7227	25	18597
6783	95	11195
9224	53	21366
24361	62	20640
16620	28	2255
14093	93	26886
20044	106	24185
21364	102	5855
8698	70	17577
26003	124	5183
14016	95	7678
14484	120	10085
3881	115	22468
7954	115	22468
25958	93	24502
25179	131	12456
4396	118	12456
27222	7	15198
13578	118	5998
19644	115	22468
13099	103	3709
24728	53	8002
19939	62	5518
16648	27	2327
831	119	23012
24372	120	2111
8733	58	2111
21542	54	13735
15590	83	5163
10196	28	6946
21231	70	21317
17488	115	22468
9600	115	22468
21732	124	5183
5425	70	21973
3654	53	2454
10216	70	21130
13311	2	20541
17928	25	15265
22160	39	23370
27605	129	10621
2630	115	22468
6205	120	1846
16423	62	5129
12144	88	24672
4427	16	11124
16728	33	22942
16967	93	21023
16274	27	12925
11708	62	14407
24223	118	3464
12085	3	11214
15559	117	5163
5102	107	1224
3854	85	15249
10193	62	8198
11673	115	22468
27794	95	8002
745	119	221
12757	120	12461
2709	83	13620
16076	11	22468
23153	129	1730
9101	115	22468
8537	5	19835
11946	33	24275
14776	54	21181
23115	118	17880
18506	16	11124
949	124	8198
24037	103	3709
9838	33	24275
5361	118	17880
14641	16	11124
7285	33	24275
3034	41	2544
3004	114	7256
5605	28	22308
323	93	21023
22216	16	11124
17931	20	3709
16417	45	12145
27771	85	15249
20168	118	1632
27435	16	11124
14098	61	17632
16725	121	7091
14730	23	26827
1404	53	24370
18365	39	22452
2525	95	7678
17258	23	7098
12891	129	26827
8962	129	12456
19764	49	16893
18840	63	27452
23003	66	4912
20495	70	21113
12472	124	18090
8426	129	2846
7963	27	13143
18738	69	5510
17823	118	3464
24259	3	23029
12974	92	10382
27639	33	24275
13009	53	8002
8289	119	15302
7282	39	23370
7647	72	13307
8070	25	22824
24966	7	24375
9682	93	21023
11828	39	12827
9243	6	6682
542	120	17868
25985	25	5197
4439	62	13436
17188	53	2412
10595	120	20931
1852	115	22468
25169	70	7367
8946	71	2111
840	119	23012
8753	62	2393
3355	95	21366
5768	103	24748
6060	124	8198
7676	93	24502
18740	51	20747
9572	124	15672
20562	13	14827
4740	28	3550
13804	129	12456
16104	36	1999
7983	119	15302
13164	103	3709
18493	51	20747
9724	70	27775
8093	16	4912
6116	16	11124
9898	115	22468
17261	119	15
19231	16	11124
14072	115	22468
12762	19	12968
15813	25	13359
22998	62	16025
507	85	11214
13635	2	14074
26485	102	7098
14197	78	26541
24323	129	12456
1307	33	24275
8157	131	12456
26742	129	14643
4669	115	22468
13065	129	3885
6835	129	17880
18798	115	22468
27348	106	24185
9207	70	21355
8900	124	4357
20459	95	8002
13880	53	11993
5466	83	5163
714	107	3281
10821	95	21366
2026	7	24539
5561	115	22468
980	62	10965
14285	108	17247
838	53	11993
4242	72	13307
13613	83	7572
23815	106	22468
13751	7	24375
17140	102	18120
13314	57	14746
21872	3	15249
19360	5	19835
16739	108	17247
14584	3	11214
20794	102	7098
23771	102	5855
20275	16	11124
2886	70	21317
11995	16	22147
6078	53	5970
2550	3	23029
10985	33	24275
27660	120	12461
18852	33	24275
22788	129	12327
4373	120	2111
12488	5	20004
10369	39	22452
20	93	21023
23447	61	27775
22878	118	3464
21339	85	11214
903	118	17880
13302	108	17247
12684	25	27044
26298	61	27775
19311	95	2846
25475	124	23511
24491	69	2677
22999	97	11993
20321	95	7678
2398	53	2846
9429	33	22942
4763	33	24275
22752	70	2745
1787	78	17880
11676	49	3817
20305	70	27775
15044	2	1555
23947	120	2111
6871	5	6548
23497	15	13764
13533	36	2846
10670	71	2111
9022	5	19835
7955	5	6548
23621	33	24275
21895	30	21366
1737	53	2846
23454	33	17785
13317	102	2111
8059	107	13620
16182	58	2848
2565	16	3521
2884	3	11214
